,model_name,fold,sector,rmse,mae,r2
0,14_imputed_thresh_10_log,1,All,1.929367362820442,1.3305167558791577,0.6642902122276517
1,14_imputed_thresh_10_log,1,10,2.143818055196305,1.5573097328327032,0.5491134155501554
2,14_imputed_thresh_10_log,1,15,0.999352842513936,0.7998843049432924,0.5550127313755278
3,14_imputed_thresh_10_log,1,20,1.8016017741452677,1.1635521779962656,0.44359692816418117
4,14_imputed_thresh_10_log,1,25,1.762020824785192,1.0865807875286042,0.593627431632997
5,14_imputed_thresh_10_log,1,30,1.75819680155317,1.1886734028897608,0.4662325828013466
6,14_imputed_thresh_10_log,1,35,1.6044642214978748,1.1110986883373086,0.5914092384123423
7,14_imputed_thresh_10_log,1,40,2.4420798240577386,1.9609652906098884,0.375701784738553
8,14_imputed_thresh_10_log,1,45,1.9239359401207115,1.3573917451038628,0.6244925562170562
9,14_imputed_thresh_10_log,1,50,1.7886526787207955,1.2257957994180513,0.38589360178603616
10,14_imputed_thresh_10_log,1,55,2.443273925371586,1.821589179306203,0.490289317525188
11,14_imputed_thresh_10_log,1,60,2.7460033597913776,2.013860240447842,0.40536178678930834
12,14_imputed_thresh_10_log,2,All,1.9271977268080243,1.2980340947364892,0.6510563619187708
13,14_imputed_thresh_10_log,2,10,1.885318316516704,1.5720091932420737,0.6233243825158021
14,14_imputed_thresh_10_log,2,15,1.0868384485616938,0.752689754923192,0.5858864190396348
15,14_imputed_thresh_10_log,2,20,1.7899038388765403,1.2689467581538123,0.44018255356186753
16,14_imputed_thresh_10_log,2,25,1.6361522800844184,1.118710609468207,0.5562976413234932
17,14_imputed_thresh_10_log,2,30,2.1923282678967766,1.3194408024455482,0.40742678178721503
18,14_imputed_thresh_10_log,2,35,1.1667236391314668,0.8559948452304174,0.7578651658626258
19,14_imputed_thresh_10_log,2,40,2.415758478620777,1.7918316381209465,0.17401130393472553
20,14_imputed_thresh_10_log,2,45,1.9793242878480246,1.2932763636102347,0.5162041439207917
21,14_imputed_thresh_10_log,2,50,1.4522383642516727,1.0781814118259878,0.7439399674951588
22,14_imputed_thresh_10_log,2,55,3.0153138828557435,2.0647259798684985,0.08582766239819606
23,14_imputed_thresh_10_log,2,60,2.711159039460037,2.0050705107037605,0.34450289291612324
24,14_imputed_thresh_10_log,3,All,2.0732238092688804,1.3951212995836677,0.632529485565505
25,14_imputed_thresh_10_log,3,10,2.788808391104107,1.7925408924823238,0.4079873399023769
26,14_imputed_thresh_10_log,3,15,1.4332057019850473,1.0610777611019038,0.5481966351595764
27,14_imputed_thresh_10_log,3,20,1.7369501182021947,1.1869223760651892,0.5250075151935099
28,14_imputed_thresh_10_log,3,25,1.8401516085766707,1.2357359913375572,0.4957575141408346
29,14_imputed_thresh_10_log,3,30,1.4902290192250431,0.9329807770020556,0.6660757309070235
30,14_imputed_thresh_10_log,3,35,1.9841025363831115,1.2955787993264705,0.6564140892427418
31,14_imputed_thresh_10_log,3,40,2.622954140518673,1.9173967231696958,0.3188606986200806
32,14_imputed_thresh_10_log,3,45,1.9959577282551548,1.3293129298334025,0.5952814651654045
33,14_imputed_thresh_10_log,3,50,2.620506768461059,1.7402950044113463,0.417624665223985
34,14_imputed_thresh_10_log,3,55,2.2651788706485485,1.641243013820667,0.4744081512958349
35,14_imputed_thresh_10_log,3,60,2.835954489404359,2.0645208689191614,0.08259800811448015
36,14_imputed_thresh_10_log,4,All,2.116875695804446,1.3828632045829286,0.6216614959065582
37,14_imputed_thresh_10_log,4,10,2.757836254978779,1.7936945733955365,0.3189276651150946
38,14_imputed_thresh_10_log,4,15,1.473406646474411,0.8288644343427479,0.5756628014952189
39,14_imputed_thresh_10_log,4,20,1.89741534139909,1.2805481007122088,0.5559242425508555
40,14_imputed_thresh_10_log,4,25,1.7996493253973722,1.047413892496233,0.5813700770478899
41,14_imputed_thresh_10_log,4,30,2.0474355970817864,1.1415577660249563,0.19550518125906313
42,14_imputed_thresh_10_log,4,35,1.9324098887969308,1.2463086242353567,0.6778602970829241
43,14_imputed_thresh_10_log,4,40,2.7578307241414164,2.051375994674831,0.346342063322567
44,14_imputed_thresh_10_log,4,45,1.8423352578316625,1.4002083964284309,0.615124337106737
45,14_imputed_thresh_10_log,4,50,2.0484899667105023,1.3528730757845249,0.4131559234135399
46,14_imputed_thresh_10_log,4,55,2.953097237752966,1.8789753693398263,0.2531558595101224
47,14_imputed_thresh_10_log,4,60,2.393524460384171,1.9733919720544533,0.18913136876019743
48,14_imputed_thresh_10_log,5,All,1.9179430119727936,1.3186955875054633,0.6412999747351557
49,14_imputed_thresh_10_log,5,10,1.710225584763819,1.2636179066669317,0.23977685232228518
50,14_imputed_thresh_10_log,5,15,1.5118485034306874,0.9557706275225105,0.3997322161758846
51,14_imputed_thresh_10_log,5,20,1.6973940263816751,1.1337397087675982,0.49428826230394596
52,14_imputed_thresh_10_log,5,25,1.5998558948841273,1.1047486421386932,0.6112375598663298
53,14_imputed_thresh_10_log,5,30,2.0963939436894528,1.3113376361245637,0.5101834001553776
54,14_imputed_thresh_10_log,5,35,0.8446889154566026,0.6868269196947,0.8117352074208242
55,14_imputed_thresh_10_log,5,40,2.442868773969595,1.9528399013778008,0.4051815474460426
56,14_imputed_thresh_10_log,5,45,1.9846644600628993,1.4603130904074695,0.486359930837176
57,14_imputed_thresh_10_log,5,50,2.113511669587579,1.4340424584761333,0.3029199085410066
58,14_imputed_thresh_10_log,5,55,1.951781592536519,1.1037291389095807,0.3601568661879597
59,14_imputed_thresh_10_log,5,60,2.4357915353209276,1.7815221903276772,0.37875164311036325
