,model_name,fold,sector,rmse,mae,r2
0,metrics_catboost_14_imputed_time_series,1,All,2.180934706810589,1.4826169409125822,0.5956933163226834
1,metrics_catboost_14_imputed_time_series,1,10,2.692713667318678,1.965682028823373,0.5925806252862604
2,metrics_catboost_14_imputed_time_series,1,15,1.1712125238075433,0.7940554853933751,0.5485168220902821
3,metrics_catboost_14_imputed_time_series,1,20,1.4624927051912,1.0656118276237305,0.5611505911298078
4,metrics_catboost_14_imputed_time_series,1,25,2.299280765155342,1.4038264436853833,0.48509906498533917
5,metrics_catboost_14_imputed_time_series,1,30,1.8327292323171074,1.181346887889257,0.4491876174632292
6,metrics_catboost_14_imputed_time_series,1,35,1.5614770803376754,1.05675866962247,0.7269129128186613
7,metrics_catboost_14_imputed_time_series,1,40,2.7402212593774116,2.252842122022785,0.2099536808627015
8,metrics_catboost_14_imputed_time_series,1,45,2.435653342542916,1.5045550927215756,0.4593503087464348
9,metrics_catboost_14_imputed_time_series,1,50,2.2603295038041558,1.4315067272418813,0.3886179104492834
10,metrics_catboost_14_imputed_time_series,1,55,3.141772138173573,1.9818696910429374,0.1440651037661188
11,metrics_catboost_14_imputed_time_series,1,60,2.5228858729379073,2.0909783572701652,0.1678020524305186
12,metrics_catboost_14_imputed_time_series,2,All,2.2310299019188444,1.4348854583873019,0.552529911742506
13,metrics_catboost_14_imputed_time_series,2,10,2.6498506508637236,1.4843402232012552,0.18125728099818816
14,metrics_catboost_14_imputed_time_series,2,15,1.072562761519868,0.8853203375035222,0.5153652780908649
15,metrics_catboost_14_imputed_time_series,2,20,2.4252913207092144,1.4881878800082102,0.305090956827039
16,metrics_catboost_14_imputed_time_series,2,25,2.22044728332858,1.2375016615360648,0.4081729961071666
17,metrics_catboost_14_imputed_time_series,2,30,2.0810249395433087,1.3399842972946978,0.4690864908092489
18,metrics_catboost_14_imputed_time_series,2,35,1.8091683149779172,1.1135953541558923,0.5977900722599263
19,metrics_catboost_14_imputed_time_series,2,40,2.653381745095974,2.0310556477176696,0.2632710549719788
20,metrics_catboost_14_imputed_time_series,2,45,2.1257092312530963,1.4300242356835045,0.44095689719576536
21,metrics_catboost_14_imputed_time_series,2,50,1.8424655573666522,1.293736036382212,0.24053654591621088
22,metrics_catboost_14_imputed_time_series,2,55,3.4385593382835253,2.2712723558053884,0.22823940623706895
23,metrics_catboost_14_imputed_time_series,2,60,2.252780894378784,1.6751647296101353,0.5094827062573528
24,metrics_catboost_14_imputed_time_series,3,All,2.0923256062421007,1.4024510045028267,0.6170171030489484
25,metrics_catboost_14_imputed_time_series,3,10,1.8486533035689179,1.4504088637041945,0.32346790750799126
26,metrics_catboost_14_imputed_time_series,3,15,2.217670307969007,1.0911804338166484,0.4408774347048232
27,metrics_catboost_14_imputed_time_series,3,20,2.015374042627573,1.413874406562089,0.43878369204805545
28,metrics_catboost_14_imputed_time_series,3,25,1.8170795328230493,1.2182405588266991,0.5833117186262909
29,metrics_catboost_14_imputed_time_series,3,30,2.293973028341894,1.4218236014582961,0.4138064127934167
30,metrics_catboost_14_imputed_time_series,3,35,1.4077311897807148,1.0395606613695703,0.6708228871718578
31,metrics_catboost_14_imputed_time_series,3,40,2.567604908332638,2.031774991112875,0.36887819606467454
32,metrics_catboost_14_imputed_time_series,3,45,1.6064217569886026,1.0868632433516718,0.6382970197342059
33,metrics_catboost_14_imputed_time_series,3,50,1.5986110710255392,1.1040255997579276,0.6840531822192174
34,metrics_catboost_14_imputed_time_series,3,55,2.109510100619704,1.5685252847860196,0.33032834782448595
35,metrics_catboost_14_imputed_time_series,3,60,3.0203549177025812,2.2312031533557035,0.22708121504795975
36,metrics_catboost_14_imputed_time_series,4,All,2.0207901847504175,1.4096240553324613,0.6405711014387034
37,metrics_catboost_14_imputed_time_series,4,10,3.025512746131662,2.049489194037249,0.37642430989178566
38,metrics_catboost_14_imputed_time_series,4,15,1.2067951870706057,0.8588315415660379,0.46691301955380016
39,metrics_catboost_14_imputed_time_series,4,20,1.8271538859450682,1.2400158074761336,0.437212100625175
40,metrics_catboost_14_imputed_time_series,4,25,1.6060247592629757,1.1088628600482529,0.6087706059878506
41,metrics_catboost_14_imputed_time_series,4,30,1.323512696058003,1.0655011096653009,0.5421349244291083
42,metrics_catboost_14_imputed_time_series,4,35,1.7053617616892673,1.1110256163901802,0.6490361210076638
43,metrics_catboost_14_imputed_time_series,4,40,2.6597988590675383,2.2351103629162417,0.24605666484861144
44,metrics_catboost_14_imputed_time_series,4,45,2.1501931012965523,1.5788678965824912,0.5102348221303024
45,metrics_catboost_14_imputed_time_series,4,50,2.5020076329437644,1.5332785015212413,0.40520593894936674
46,metrics_catboost_14_imputed_time_series,4,55,2.3053881984157765,1.3505938230443957,0.3702266471380149
47,metrics_catboost_14_imputed_time_series,4,60,2.62634912990106,2.01199204112182,0.16705674154976768
48,metrics_catboost_14_imputed_time_series,5,All,1.9529794793952802,1.4150453223409254,0.6354838270138405
