051900.KS;2024-01-01;
051910.KS;2016-01-01;
051910.KS;2017-01-01;
051910.KS;2018-01-01;520307.0
051910.KS;2019-01-01;494538.0
051910.KS;2020-01-01;517985.0
051910.KS;2021-01-01;571164.0
051910.KS;2022-01-01;425556.0
051910.KS;2023-01-01;10215107.0
051910.KS;2024-01-01;
055550.KS;2016-01-01;
055550.KS;2017-01-01;
055550.KS;2018-01-01;17864.2
055550.KS;2019-01-01;17070.2
055550.KS;2020-01-01;3200.0
055550.KS;2021-01-01;1439.0
055550.KS;2022-01-01;1428.9
055550.KS;2023-01-01;1338.0
055550.KS;2024-01-01;
0656.HK;2016-01-01;813748.0
0656.HK;2017-01-01;813748.0
