,Date,TR.TotalAssetsActual,TR.F.PPENetTot,TR.InventoryActValue,TR.CO2IndirectScope2,TR.F.OpExpn,TR.F.GrossProfMarg,TR.NumberofEmployees,TR.EnergyUseTotal,TR.CurrentAssetsActValue,TR.CapexActValue,TR.F.GrossProfIndPropTot,TR.CurrentLiabilitiesActValue,TR.GrossIncomeActValue,TR.CO2DirectScope1,TR.F.AcctRcvblTurnover,TR.TakebackRecyclingInitiatives,TR.RenewEnergyUse,TR.PolicyEmissions,TR.PolicyEnergyEfficiency,TR.PolicyEnvSupplyChain,TR.PolicyFairTrade,TR.PolicySustainablePackaging,TR.F.InvntTurnover,TR.GICSSectorCode,TR.HQCountryCode
30,0.02500265113016128,0.09020838389161366,0.18420978115097927,0.09115039778556887,0.2026601424539579,0.14949387569530445,0.11387746109197819,0.05406083755863985,0.2744989727497516,0.07502946563219495,0.060254272312071325,0.16009935514746057,0.07338187615770468,0.04407278184118982,0.17053037999227122,0.07472533663929534,0.01644142694335557,0.009132965275711866,0.0004926647588242297,0.014177343528468195,0.004812847230651786,0.015619417221235379,0.010013122851143313,0.1351466047491774,0.0,0.0
All,0.02500265113016128,0.09020838389161366,0.1842097811509793,0.09115039778556888,0.2026601424539579,0.14949387569530448,0.11387746109197819,0.054060837558639864,0.2744989727497516,0.07502946563219495,0.06025427231207131,0.16009935514746057,0.07338187615770467,0.044072781841189825,0.17053037999227122,0.07472533663929534,0.01644142694335557,0.009132965275711868,0.0004926647588242297,0.014177343528468195,0.004812847230651786,0.015619417221235379,0.010013122851143315,0.13514660474917736,0.0,0.0
