,Date,TR.TotalAssetsActual,TR.F.PPENetTot,TR.CO2IndirectScope2,TR.F.OpExpn,TR.F.GrossProfMarg,TR.EnergyUseTotal,TR.CurrentAssetsActValue,TR.CapexActValue,TR.F.GrossProfIndPropTot,TR.CurrentLiabilitiesActValue,TR.CO2DirectScope1,TR.F.AcctRcvblTurnover,TR.TakebackRecyclingInitiatives,TR.RenewEnergyUse,TR.PolicyEmissions,TR.PolicyEnergyEfficiency,TR.PolicyEnvSupplyChain,TR.PolicyFairTrade,TR.PolicySustainablePackaging,TR.F.InvntTurnover,TR.GICSSectorCode,TR.HQCountryCode
10,0.030894029108461427,0.14357194525246683,0.07186343551436886,0.21954224350430954,0.6743446854628862,0.2398955061648332,0.13779955994254645,0.203010437137416,0.06057177207120726,0.11655469098845073,0.1668467451467014,0.18628348642486475,0.07211580736139973,0.0027267141873099834,0.02741536393700899,0.0009839702508020035,0.005639809431291894,0.00601807754730157,0.0,0.005095957670070255,0.13488661444654795,0.0,0.0
All,0.030894029108461427,0.14357194525246683,0.07186343551436886,0.21954224350430954,0.6743446854628862,0.2398955061648332,0.13779955994254645,0.2030104371374161,0.06057177207120726,0.11655469098845073,0.16684674514670134,0.18628348642486475,0.07211580736139976,0.002726714187309984,0.027415363937008986,0.0009839702508020033,0.0056398094312918945,0.0060180775473015705,0.0,0.005095957670070255,0.13488661444654795,0.0,0.0
