,Date,TR.TotalAssetsActual,TR.F.PPENetTot,TR.CO2IndirectScope2,TR.F.OpExpn,TR.F.GrossProfMarg,TR.EnergyUseTotal,TR.CurrentAssetsActValue,TR.CapexActValue,TR.F.GrossProfIndPropTot,TR.GPMActValue,TR.CurrentLiabilitiesActValue,TR.GrossIncomeActValue,TR.CO2DirectScope1,TR.F.AcctRcvblTurnover,TR.TakebackRecyclingInitiatives,TR.RenewEnergyUse,TR.PolicyEmissions,TR.PolicyEnergyEfficiency,TR.PolicyEnvSupplyChain,TR.PolicyFairTrade,TR.PolicySustainablePackaging,TR.GICSSectorCode,TR.HQCountryCode
45,0.04800032004833122,0.11320486101792468,0.13338837260170752,0.14015430499910767,0.15141427262731927,0.18443210473108462,0.1499931118347171,0.23081294183239745,0.16476357007330628,0.09430719022947467,0.08411760039360218,0.18615737916590902,0.08288502298633224,0.21537947744146999,0.1264553064476142,0.07816978008218439,0.03719498941012261,0.00021793194975625244,0.0013266721169466554,0.01630677624002544,0.001776771418480908,0.2202022784154672,0.0,0.15594460394270485
All,0.04800032004833121,0.11320486101792468,0.13338837260170752,0.14015430499910767,0.15141427262731927,0.18443210473108462,0.1499931118347171,0.23081294183239742,0.16476357007330628,0.09430719022947467,0.08411760039360218,0.18615737916590902,0.08288502298633224,0.21537947744147,0.12645530644761424,0.07816978008218439,0.037194989410122614,0.00021793194975625244,0.0013266721169466556,0.016306776240025442,0.001776771418480908,0.2202022784154672,0.0,0.15594460394270487
