,Date,TR.TotalAssetsActual,TR.F.PPENetTot,TR.CO2IndirectScope2,TR.F.OpExpn,TR.F.GrossProfMarg,TR.CurrentAssetsActValue,TR.CapexActValue,TR.F.GrossProfIndPropTot,TR.CurrentLiabilitiesActValue,TR.CO2DirectScope1,TR.F.AcctRcvblTurnover,TR.TakebackRecyclingInitiatives,TR.RenewEnergyUse,TR.PolicyEmissions,TR.PolicyEnergyEfficiency,TR.PolicyEnvSupplyChain,TR.PolicyFairTrade,TR.PolicySustainablePackaging,TR.GICSSectorCode,TR.HQCountryCode
50,0.0968626439677266,0.17207428810140088,0.1839447218866799,0.1745479339414778,0.23201492432986723,0.10212216498257158,0.12273165774090605,0.16202188907618675,0.18767067198636672,0.17750299146592038,0.148895717709693,0.10114253852774385,0.10267066460698124,0.019126992410558184,0.002850323766924536,0.004577292181447987,0.00301017578294706,0.00477441184554366,0.07597346774023583,0.0,0.05377151799122399
All,0.09686264396772662,0.17207428810140088,0.1839447218866799,0.1745479339414778,0.23201492432986723,0.10212216498257157,0.12273165774090604,0.16202188907618675,0.1876706719863667,0.17750299146592038,0.148895717709693,0.10114253852774387,0.10267066460698122,0.01912699241055818,0.002850323766924536,0.004577292181447987,0.0030101757829470595,0.00477441184554366,0.07597346774023583,0.0,0.05377151799122399
