,Date,TR.TotalAssetsActual,TR.F.PPENetTot,TR.CO2IndirectScope2,TR.F.OpExpn,TR.CO2DirectScope1,TR.TakebackRecyclingInitiatives,TR.RenewEnergyUse,TR.PolicyEmissions,TR.PolicyEnergyEfficiency,TR.PolicyEnvSupplyChain,TR.PolicyFairTrade,TR.PolicySustainablePackaging,TR.GICSSectorCode,TR.HQCountryCode
10,0.07813065895551946,0.09223569405020472,0.1502566643659898,0.6652228655785846,1.3415242624952866,0.502256206212379,0.014618994203921683,0.09260210955126166,0.0018121942624743654,0.013100211153665973,0.04541214267210107,0.0011457485199082857,0.23125623269670315,0.7586294420562758,0.18831515901027857
15,0.08408493882620481,0.05975111977241595,0.1532082063880445,0.5265685812240416,0.7106296893405978,0.4576029167252957,0.04305211280644768,0.056306205755485284,0.0011195218894227313,0.004168423709089982,0.02588572887725454,0.0018419340245635664,0.2285649003381389,1.0082556689296198,0.23563435816196213
20,0.09596675817656879,0.04828650621613765,0.13656884510588313,0.37261234170034013,0.6054458010193451,0.3777575007130041,0.0418110680918975,0.06622131544913962,0.004983477352609586,0.00673313637953191,0.040592677115719865,0.0012097154044468628,0.2539130913860516,0.43359873581572056,0.2519658990086512
25,0.10794146846901242,0.05307121532648775,0.17500335619474663,0.4112478377614622,0.7489665689925415,0.37454772313647133,0.06193887249992987,0.06925329614751108,0.0030757432442183263,0.005764355044058783,0.03669439598961965,0.0015589807119276266,0.29589133090326564,0.7559181620479274,0.30988001429077466
30,0.08828718217018139,0.06849332228498874,0.17632517359654865,0.3824894313496015,0.7574780392344671,0.41964872552061416,0.04171059882952103,0.05489460043436678,0.0017921082737722173,0.003223023725975828,0.02522673237520402,0.004355762983095378,0.30676843845173185,0.9573668556985512,0.2915947886548521
35,0.10235166151991558,0.0887600371502932,0.1696837372094086,0.3503499954882173,0.7525140731448671,0.3386201940412737,0.035256892437838305,0.05789498233536524,0.0019214761854933395,0.0057319928450729855,0.027755836720884906,0.001035197000955717,0.2863765407746009,0.13772669321914188,0.33082513279390424
40,0.13568075324040893,0.294105495565467,0.32834485994167006,0.37643723363493553,0.7199301798965024,0.5261994051452805,0.042241722749809335,0.04544910347985201,0.009544997685070219,0.013471668455082597,0.05989806132360151,0.002249698939877991,0.2578962328174426,1.970962594380837,0.6665475121068156
45,0.11494766025697771,0.07499150517914946,0.20541678953551984,0.4331173040299954,0.7081031398836662,0.5005258712547529,0.06036192626280344,0.06568964665764007,0.0030375947924887806,0.0092140882980036,0.041071498795346405,0.0004418360262089396,0.31579575660856046,0.09709418860161215,0.2844579497996105
50,0.11370507304183124,0.0829873089605727,0.18013084546861427,0.4827812783668019,0.9233591803668412,0.5743505187870447,0.04743386812071719,0.08550119897599964,0.00548667766860759,0.018043902299943713,0.035657923006557596,0.002983257846701828,0.23605076714374126,0.371445949020984,0.42411147826802337
55,0.11819997894961697,0.1108199070116573,0.17541294029033358,0.5199440405665631,0.7180822973837255,0.4445731377759289,0.020263693117829246,0.044785505666338876,0.001638803113968136,0.022758408696303065,0.01813515277982531,0.0010963705823142447,0.20189986958912629,0.2650263082274055,0.4779123856277917
60,0.0992243716456551,0.05533620906882706,0.34970446180658,0.4274922569755682,1.2700844545807985,0.43683994599885406,0.026580729059904086,0.06486497783465005,0.0021352198267574718,0.012652665989472074,0.04508480420391322,0.0006618572828956179,0.2155125119226123,0.6086840136824202,0.3633498110075219
All,0.10621370639590065,0.10108340839015094,0.19858470158245178,0.4192548289039651,0.7373595462455427,0.43773762307208813,0.0456302914020645,0.06077567051092338,0.004002787097446122,0.00853220190341997,0.03851396577216117,0.001660073136661776,0.26794841964861893,0.7780458422295573,0.3536334032970523
