,Date,TR.TotalAssetsActual,TR.F.PPENetTot,TR.CO2IndirectScope2,TR.F.OpExpn,TR.F.GrossProfMarg,TR.NumberofEmployees,TR.CurrentAssetsActValue,TR.CapexActValue,TR.F.GrossProfIndPropTot,TR.CurrentLiabilitiesActValue,TR.CO2DirectScope1,TR.F.AcctRcvblTurnover,TR.TakebackRecyclingInitiatives,TR.RenewEnergyUse,TR.PolicyEmissions,TR.PolicyEnergyEfficiency,TR.PolicyEnvSupplyChain,TR.PolicyFairTrade,TR.PolicySustainablePackaging,TR.F.InvntTurnover,TR.GICSSectorCode,TR.HQCountryCode
55,0.02167216212390253,0.15128936651454356,0.29629283776727533,0.07903635226346235,0.39522466622538666,0.0681064793397331,0.3244016345431285,0.09983274451091372,0.16922411474316534,0.21646199363261756,0.05414509022513319,0.0786631117202494,0.02511194641074275,0.0020314947721279696,0.004402590209432016,0.0,0.003043236773119689,0.007085733362171206,0.0,0.005042071758707281,0.19528266546182355,0.0,0.28951393578808743
All,0.021672162123902525,0.15128936651454356,0.29629283776727533,0.07903635226346235,0.39522466622538666,0.0681064793397331,0.3244016345431285,0.0998327445109137,0.16922411474316534,0.21646199363261753,0.05414509022513319,0.0786631117202494,0.025111946410742745,0.0020314947721279696,0.004402590209432016,0.0,0.003043236773119688,0.007085733362171206,0.0,0.005042071758707282,0.19528266546182352,0.0,0.28951393578808743
