,Date,TR.TotalAssetsActual,TR.F.PPENetTot,TR.CO2IndirectScope2,TR.F.OpExpn,TR.CO2DirectScope1,TR.TakebackRecyclingInitiatives,TR.RenewEnergyUse,TR.PolicyEmissions,TR.PolicyEnergyEfficiency,TR.PolicyEnvSupplyChain,TR.PolicyFairTrade,TR.PolicySustainablePackaging,TR.GICSSectorCode,TR.HQCountryCode
10,0.1072121910921425,0.20855531288627802,0.27922174947661854,0.722462212572297,0.7682631092781579,0.5749686371138315,0.053277323841295174,0.047942324688602225,0.0032110350867127933,0.003646092084544205,0.03673078333210111,0.00041378277779738197,0.1739259146001164,0.554395046061433,0.1490783162266457
15,0.0523958785325504,0.1380907672246701,0.22106630209649558,0.5878139054191036,0.5953190745504618,0.6319095928096505,0.03358207730297833,0.06590658487526635,0.0033725680900505484,0.001790114623747262,0.04607628932190223,0.00166658655717054,0.22526348868147586,0.733246133170463,0.16190404344201223
20,0.07459629353002398,0.14077052031981413,0.17672430072983716,0.550673155100245,0.5754638209802402,0.4847786984836591,0.06919000348980664,0.07149789055837821,0.004536271368006431,0.0030224993963892254,0.05493402302382061,0.0009730074176512526,0.27270258790059726,0.279008010112315,0.1645547695831712
25,0.06524963164521265,0.18333219745392193,0.2559493584504041,0.46262496311219087,0.5798430764969519,0.48909337229772465,0.07684237243241075,0.06354923075923241,0.0035011434781830534,0.003771185102624257,0.06449841498845624,0.0015323617204185233,0.30258530547222184,0.6274148579590173,0.19815523448716824
30,0.07327699207771585,0.1547301373360485,0.2453925936484424,0.5427212917761861,0.6489194404124757,0.6429299819553662,0.04762026995613352,0.04654163320480461,0.0027549927245110973,0.002105822928783536,0.04874827726122846,0.00524291358152089,0.27698610826611764,0.7624669195487848,0.20193255913823255
35,0.08746190338453165,0.16981117603753423,0.32939285308639693,0.589817143588246,0.6985264499703928,0.46583851052880665,0.08142573500081267,0.04937612354598524,0.003291698598867442,0.004517300171493241,0.050768191506051406,0.0008080465246040392,0.3097912787216808,0.2287749190834265,0.2392757881613231
40,0.13699591830473457,0.6045533517389036,0.38196414862549855,0.5968627015454981,0.6069165594198701,0.6340210384830095,0.05392778427552502,0.03307911606977941,0.013214441095294436,0.013050894847344043,0.08694445435278164,0.00252839457306704,0.17899826740583652,1.3441199317698318,0.5820117664319995
45,0.11265633490795676,0.1383997868114254,0.3019786179489355,0.5455218614823574,0.5774138979143318,0.5035565371062373,0.0720712633390785,0.05372466753001821,0.006451586192154025,0.010999454739074871,0.08075557754858263,0.0008112139565041061,0.3515383028806912,0.18979228132373552,0.25344077897578776
50,0.08495149303077179,0.12027033300002304,0.3093653558389257,0.6413423558372274,0.6482837207314724,0.5884918709227589,0.08279328339539284,0.043322166855440776,0.008066461392706973,0.00486065619740579,0.03607114891942075,0.0016774717079160353,0.27189786867235427,0.4685630236813897,0.2728007106330148
55,0.15664126493246097,0.184429004859934,0.29397835449863846,0.581038135555562,0.541097691001603,0.5587873706554002,0.039799615791461636,0.014667333602121567,0.0026602644478243517,0.0018601375756920732,0.036177883164890706,0.001577423872674713,0.21612875142361465,0.4835607189422402,0.41142048487529714
60,0.07860417578183293,0.16298277651291732,0.5413662494830399,0.480965606773806,0.8781964959202686,0.5370481253328303,0.03349831786001584,0.040815205307000155,0.005810038180003339,0.008161003248807055,0.06567593420778191,0.0006383852975022261,0.16647957070464411,0.45906689084010277,0.2250241651744239
All,0.09145773103515344,0.23011031075047478,0.28099169632223625,0.5616273600471476,0.6153975783180213,0.5535457986472465,0.061841008615141115,0.05188763311017624,0.005724645865367067,0.005601325856787463,0.05971966553763186,0.0017859840434864688,0.2585011292656587,0.6227828852059317,0.27370510029360645
