,Date,TR.TotalAssetsActual,TR.F.PPENetTot,TR.CO2IndirectScope2,TR.F.OpExpn,TR.F.GrossProfMarg,TR.NumberofEmployees,TR.EnergyUseTotal,TR.CurrentAssetsActValue,TR.CapexActValue,TR.F.GrossProfIndPropTot,TR.CurrentLiabilitiesActValue,TR.CO2DirectScope1,TR.F.AcctRcvblTurnover,TR.TakebackRecyclingInitiatives,TR.RenewEnergyUse,TR.PolicyEmissions,TR.PolicyEnergyEfficiency,TR.PolicyEnvSupplyChain,TR.PolicyFairTrade,TR.PolicySustainablePackaging,TR.GICSSectorCode,TR.HQCountryCode
20,0.06081280216643405,0.046745442395636924,0.11311656581028924,0.3475817043556442,0.46549587365179557,0.07491498520981663,0.07664274142449995,0.10743066802753064,0.22041271319129946,0.05291898683724386,0.09591152581791464,0.043454581642634126,0.25585554363625623,0.13432390195046576,0.07345918686909642,0.036506083976415186,0.013046090345061254,0.0017494021998981,0.04079192070896776,0.0,0.14803647344351079,0.0,0.20207015632642777
All,0.06081280216643405,0.04674544239563691,0.11311656581028924,0.34758170435564417,0.4654958736517956,0.07491498520981661,0.07664274142449996,0.10743066802753062,0.22041271319129946,0.05291898683724386,0.09591152581791464,0.04345458164263411,0.2558555436362562,0.13432390195046576,0.07345918686909643,0.036506083976415186,0.013046090345061254,0.0017494021998981004,0.040791920708967755,0.0,0.14803647344351079,0.0,0.20207015632642777
