,Date,TR.TotalAssetsActual,TR.F.PPENetTot,TR.InventoryActValue,TR.CO2IndirectScope2,TR.F.OpExpn,TR.F.GrossProfMarg,TR.NumberofEmployees,TR.EnergyUseTotal,TR.CurrentAssetsActValue,TR.CapexActValue,TR.F.GrossProfIndPropTot,TR.GPMActValue,TR.CurrentLiabilitiesActValue,TR.GrossIncomeActValue,TR.CO2DirectScope1,TR.F.AcctRcvblTurnover,TR.TakebackRecyclingInitiatives,TR.RenewEnergyUse,TR.PolicyEmissions,TR.PolicyEnergyEfficiency,TR.PolicyEnvSupplyChain,TR.PolicyFairTrade,TR.PolicySustainablePackaging,TR.F.InvntTurnover,TR.GICSSectorCode,TR.HQCountryCode
35,0.017619709338891225,0.025978530848636966,0.17043785962202804,0.11378107329217065,0.14948724723116927,0.2601230189521345,0.057508935271387784,0.28457053463053333,0.059761681267418036,0.24796293083991078,0.13976718708463523,0.2038020263822541,0.08058759570476116,0.11882872727572759,0.13185190594551235,0.22557439187825098,0.045985554190273316,0.009693950585504625,0.003984645135849168,0.0,0.0,0.031505121562150865,0.0,0.0404464604203554,0.028607651331116597,0.0,0.026142813991166004
All,0.017619709338891225,0.025978530848636966,0.17043785962202804,0.11378107329217065,0.14948724723116927,0.2601230189521345,0.057508935271387784,0.2845705346305334,0.05976168126741803,0.24796293083991078,0.13976718708463523,0.2038020263822541,0.08058759570476118,0.11882872727572759,0.13185190594551238,0.22557439187825098,0.045985554190273316,0.009693950585504627,0.003984645135849168,0.0,0.0,0.031505121562150865,0.0,0.04044646042035541,0.028607651331116597,0.0,0.026142813991166
