,Date,TR.TotalAssetsActual,TR.F.PPENetTot,TR.CO2IndirectScope2,TR.F.OpExpn,TR.CO2DirectScope1,TR.TakebackRecyclingInitiatives,TR.RenewEnergyUse,TR.PolicyEmissions,TR.PolicyEnergyEfficiency,TR.PolicyEnvSupplyChain,TR.PolicyFairTrade,TR.PolicySustainablePackaging,TR.GICSSectorCode,TR.HQCountryCode
10,0.08532539673557221,0.12211829559242914,0.13524374399242092,0.8002519647203433,1.4151540673766474,0.3613306130949318,0.014811330412878188,0.11926444363811774,0.0021755331490200275,0.011136452875547789,0.0527665187885284,0.0009337130522862674,0.19863599205443278,0.887204229253985,0.27607583942853736
15,0.09370874231004425,0.06275621532117923,0.07272003105117232,0.5598239536975537,0.7834728390494429,0.3899883773463646,0.024548418186802933,0.057140575908377754,0.000618290125617802,0.004725357856006253,0.02795568640916216,0.0015783450242354202,0.19496253048105608,1.114138561671209,0.26104909912239027
20,0.10522131585954164,0.05395844641051815,0.0890420932434832,0.36591252029056226,0.7111375439930427,0.31810075033262125,0.028122348480782156,0.0646187854350424,0.0017128979308963402,0.006320990899368696,0.0376210847045734,0.001953487835392937,0.2195150788058685,0.4106326840747476,0.2703235629559385
25,0.1125781979802533,0.06008911122732777,0.06892744454025579,0.39213846090805116,0.896909428276539,0.35801993234099505,0.04214530131813523,0.06820054909772688,0.0020380906841540474,0.00540239893235081,0.0388104484387945,0.0016218389550636627,0.24409053415055387,0.895976882845841,0.31070269413484186
30,0.09297406831343971,0.09579286806881011,0.05791997185620276,0.36241279724232145,0.893709108928533,0.36936706554385196,0.029111073713335264,0.05853204416302246,0.0008340275018180743,0.004061722207429543,0.026832024756214854,0.0037791600223269304,0.2518597056295945,1.0971057790829088,0.2923869375895524
35,0.11936250644214509,0.08019118742449383,0.05712388908730433,0.3389112979422992,0.9093761584021719,0.32292297609975296,0.028526018483467263,0.06344459391324611,0.0011691432726801737,0.005630444558971643,0.03404958053235607,0.0019138565299400081,0.2653721339331338,0.10580990423757591,0.35022185908815107
40,0.14381091447674096,0.23042353215408332,0.09824552910613446,0.3952586839392607,0.8368381035237483,0.4690875871095818,0.020057596366658555,0.06042916570138432,0.009822446599572559,0.01210720828986029,0.06346195108513936,0.00270004425622634,0.22557529059806686,2.132710445157629,0.6775592469363878
45,0.12650788943762253,0.05749493848429555,0.06987309753965976,0.46077240681892373,0.8534184726820677,0.4651579663855982,0.042053806905296025,0.06380438370335972,0.0032266717407054704,0.008110460133006649,0.0431134725056746,0.0009844991940435768,0.26689192829373903,0.10530102566915661,0.28972058218109537
50,0.12227339757948219,0.07506643713081218,0.05472587306847828,0.5431571459303988,1.1512473898962117,0.45904205624493133,0.04038225950981325,0.10862305696793943,0.0032783130844924262,0.010954793714796265,0.036918374871396584,0.0015067480142382224,0.21273115292013028,0.48696673084323866,0.371075892599123
55,0.11956168650827736,0.13628586711176355,0.08291843925736689,0.5091626685955709,0.8613963521110577,0.3405589898394017,0.013491902457045166,0.05174651851640455,0.0014797339595263137,0.007114579560130084,0.02173878050663364,0.0009361620675001178,0.1661594259337856,0.22723536805449157,0.500171234437345
60,0.11304658290551793,0.06178998306495758,0.12261024686016417,0.46059415264609144,1.426272182544809,0.35175821818690095,0.007101867410107323,0.07023566996038082,0.0034529224445016145,0.009621242480049483,0.055579493015733304,0.0008392214805168171,0.20203990336603864,1.003725595818285,0.39826036949089555
All,0.11483290074373026,0.0941898280689408,0.07897058143449734,0.427194007706493,0.8643380398356652,0.3859585190867059,0.02944009262141532,0.06462436529912857,0.003101954358865658,0.007234352277753739,0.04052226247995406,0.0018836026224301648,0.2296656223714989,0.8603124564596362,0.36557332293337763
