,Instrument,Date,TR.UpstreamScope3PurchasedGoodsAndServices
1844,BCP.LS,2024,138470.0
1849,8233.T,2020,2642989.0
1852,8233.T,2023,2614330.0
1853,8233.T,2024,2923996.0
1860,ENS.N,2022,395500.0
1861,ENS.N,2023,395500.0
1862,ENS.N,2024,325685.0
1868,VGP1.BR,2021,3.0
1869,VGP1.BR,2022,3.0
1870,VGP1.BR,2023,3.0
1871,VGP1.BR,2024,4.0
1877,CCA.TO,2021,100175.0
1878,CCA.TO,2022,78908.0
1879,CCA.TO,2023,108738.0
1880,CCA.TO,2024,80851.0
1886,AIA.NZ,2021,15901.68
1887,AIA.NZ,2022,9962.07
1888,AIA.NZ,2023,31390.59
1889,AIA.NZ,2024,181.0
1897,PCELL.ST,2023,5879.3
1904,ABNd.AS,2021,20810.0
1905,ABNd.AS,2022,11890.0
1906,ABNd.AS,2023,8173.0
1907,ABNd.AS,2024,7897.0
1911,KLAC.OQ,2019,1014177.2151
1912,KLAC.OQ,2020,1518987.3417
1913,KLAC.OQ,2021,654643.0
1914,KLAC.OQ,2022,775692.0
1915,KLAC.OQ,2023,644952.0
1916,KLAC.OQ,2024,607319.0
1919,6326.T,2018,2391000.0
1920,6326.T,2019,2446000.0
1921,6326.T,2020,3046000.0
1922,6326.T,2021,3732000.0
1923,6326.T,2022,4104000.0
1924,6326.T,2023,4191000.0
1925,6326.T,2024,3891000.0
1929,NKT.CO,2019,1447999.0
1930,NKT.CO,2020,1303000.0
1931,NKT.CO,2021,1415000.0
1932,NKT.CO,2022,1457000.0
1933,NKT.CO,2023,2232000.0
1934,NKT.CO,2024,2252754.0
1942,HSW.L,2023,1693.3
1943,HSW.L,2024,1520.0
1947,ALPEKA.MX,2019,7560000.0
1948,ALPEKA.MX,2020,7370000.0
1949,ALPEKA.MX,2021,7800000.0
1950,ALPEKA.MX,2022,7690000.0
1951,ALPEKA.MX,2023,6920000.0
1952,ALPEKA.MX,2024,6990981.0
1954,MTEL.BU,2017,16733.0
1955,MTEL.BU,2018,16920.0
1956,MTEL.BU,2019,25828.0
1957,MTEL.BU,2020,14052.0
1958,MTEL.BU,2021,39484.0
1959,MTEL.BU,2022,164911.0
1960,MTEL.BU,2023,84683.0
1964,ZALG.DE,2018,1773728.0
1965,ZALG.DE,2019,2208472.0
1966,ZALG.DE,2020,2752201.0
1967,ZALG.DE,2021,3687628.0
1968,ZALG.DE,2022,3926592.0
1969,ZALG.DE,2023,3681885.0
1970,ZALG.DE,2024,3773605.6
1977,LIGHT.AS,2022,695865.0
1978,LIGHT.AS,2023,683152.0
1979,LIGHT.AS,2024,671584.0
1984,SCYR.MC,2020,1299488.54
1985,SCYR.MC,2021,1647194.47
1986,SCYR.MC,2022,1540958.04
1987,SCYR.MC,2023,1299995.07
1992,CGF.AX,2019,511.3
1993,CGF.AX,2020,936.7
1994,CGF.AX,2021,2073.5
1995,CGF.AX,2022,2532.38
1996,CGF.AX,2023,1936.9
1997,CGF.AX,2024,7759.0
2004,LPKR.JK,2022,49000.0
2005,LPKR.JK,2023,49000.0
2006,LPKR.JK,2024,62000.0
2013,6473.T,2022,1827000.0
2014,6473.T,2023,2068000.0
2015,6473.T,2024,5443000.0
2022,CMS_pb.N,2022,3038333.0
2023,CMS_pb.N,2023,2888438.0
2031,PR9.BK,2022,1035.42
2032,PR9.BK,2023,1030.91
2033,PR9.BK,2024,1036.05
2036,ELISA.HE,2018,72991.0
2037,ELISA.HE,2019,96147.0
2038,ELISA.HE,2020,103605.0
2039,ELISA.HE,2021,140994.0
2040,ELISA.HE,2022,145268.0
2041,ELISA.HE,2023,146646.0
2042,ELISA.HE,2024,124520.0
2051,5876.TW,2024,69.38
2058,DRI.N,2022,2751841.0
2060,DRI.N,2024,2751967.0
2066,8566.T,2021,906258.0
2067,8566.T,2022,718140.0
2068,8566.T,2023,737697.0
2069,8566.T,2024,715467.0
2073,BKNG.OQ,2019,528375.96
2074,BKNG.OQ,2020,246828.66
2075,BKNG.OQ,2021,356154.4
2076,BKNG.OQ,2022,466961.64
2077,BKNG.OQ,2023,551739.6
2078,BKNG.OQ,2024,490145.4
2084,ADSGn.DE,2021,5405832.0
2085,ADSGn.DE,2022,6041553.0
2086,ADSGn.DE,2023,4503000.0
2087,ADSGn.DE,2024,4710261.0
2092,NPNJn.J,2020,10605.0
2093,NPNJn.J,2021,10469.0
2094,NPNJn.J,2022,14596.0
2095,NPNJn.J,2023,10777.0
2096,NPNJn.J,2024,1746472.0
2103,ALLIGOb.ST,2022,662468.0
2104,ALLIGOb.ST,2023,680907.0
2105,ALLIGOb.ST,2024,506593.0
2108,TAH.AX,2018,888.0
2109,TAH.AX,2019,757.0
2110,TAH.AX,2020,3020.0
2111,TAH.AX,2021,2918.0
2112,TAH.AX,2022,102713.0
2113,TAH.AX,2023,91525.0
2114,TAH.AX,2024,62009.0
2121,GBKK.KW,2022,2.71
2122,GBKK.KW,2023,11.288
2123,GBKK.KW,2024,2.15
2131,APAM.AS,2023,2960000.0
2132,APAM.AS,2024,3563322.84
2140,CAH.N,2023,19644932.0
2141,CAH.N,2024,20772535.0
2147,FINGb.ST,2021,12514.0
2148,FINGb.ST,2022,6775.0
2149,FINGb.ST,2023,6543.0
2150,FINGb.ST,2024,3943.0
2156,JDO.AX,2021,4833.0
2157,JDO.AX,2022,3616.0
2158,JDO.AX,2023,6799.0
2159,JDO.AX,2024,10101.0
2165,EMG.L,2021,1354.0
2166,EMG.L,2022,1228.0
2167,EMG.L,2023,2.0
2168,EMG.L,2024,2.0
2185,VP.L,2023,68132.0
2186,VP.L,2024,53778.0
2190,4519.T,2019,833110.0
2191,4519.T,2020,892701.0
2192,4519.T,2021,1100531.0
2193,4519.T,2022,1670420.0
2194,4519.T,2023,990121.0
2195,4519.T,2024,684778.0
2200,FNOX.ST,2020,317.0
2201,FNOX.ST,2021,652.0
2202,FNOX.ST,2022,251.0
2203,FNOX.ST,2023,1618.0
2210,8012.T,2021,2715238.0
2211,8012.T,2022,3328785.0
2212,8012.T,2023,3980343.0
2213,8012.T,2024,6651339.0
2229,MINS.NS,2022,51867.0
2230,MINS.NS,2023,76767.0
2231,MINS.NS,2024,190831.0
2236,MEL.NZ,2020,12697.0
2237,MEL.NZ,2021,11996.0
2238,MEL.NZ,2022,12124.0
2239,MEL.NZ,2023,11389.0
2240,MEL.NZ,2024,13302.0
2247,UKWG.L,2022,20156.0
2248,UKWG.L,2023,20472.0
2249,UKWG.L,2024,18350.0
2254,NSC.N,2020,12454.0
2255,NSC.N,2021,162135.0
2256,NSC.N,2022,400830.0
2257,NSC.N,2023,876675.0
2258,NSC.N,2024,297980.0
2266,NXR.L,2023,200971.0
2267,NXR.L,2024,178333.0
2271,1878.T,2019,438130.0
2272,1878.T,2020,369481.0
2273,1878.T,2021,277728.0
2274,1878.T,2022,273471.0
2275,1878.T,2023,282645.0
2276,1878.T,2024,1159588.0
2282,VATN.S,2021,208.0
2283,VATN.S,2022,175.0
2284,VATN.S,2023,152.0
2285,VATN.S,2024,156.0
2290,009540.KS,2020,4697574.0
2291,009540.KS,2021,4769943.0
2292,009540.KS,2022,5969250.0
2293,009540.KS,2023,6256839.0
2300,RECT.BR,2021,467664.0
2301,RECT.BR,2022,445072.0
2302,RECT.BR,2023,473880.0
2303,RECT.BR,2024,508256.0
2310,KAR.AX,2022,34644.0
2311,KAR.AX,2023,21795.0
2312,KAR.AX,2024,30148.0
2318,MTNJ.J,2021,2599562.07
2319,MTNJ.J,2022,3591894.31
2320,MTNJ.J,2023,2531057.06
2321,MTNJ.J,2024,796740.91
2328,BCPG.BK,2022,3.0
2329,BCPG.BK,2023,4.0
2330,BCPG.BK,2024,8.0
2335,AIPJ.J,2020,12263.0
2336,AIPJ.J,2021,11837.0
2337,AIPJ.J,2022,20350.0
2338,AIPJ.J,2023,19555.0
2339,AIPJ.J,2024,21279.0
2345,WOR.AX,2021,370745.0
2346,WOR.AX,2022,392843.0
2347,WOR.AX,2023,586554.0
2348,WOR.AX,2024,745603.0
2355,EBQ.L,2022,2375.86
2356,EBQ.L,2023,1921.34
2362,RL.N,2020,1243000.0
2363,RL.N,2021,808794.0
2364,RL.N,2022,764375.0
2365,RL.N,2023,862168.0
2366,RL.N,2024,846000.0
2372,EME.N,2021,1416155.0
2373,EME.N,2022,1219759.0
2374,EME.N,2023,1278959.0
2379,MMC.N,2019,249316.0
2382,MMC.N,2022,265624.0
2383,MMC.N,2023,293713.0
2384,MMC.N,2024,388730.0
2389,600019.SS,2020,28095000.0
2390,600019.SS,2021,29792000.0
2391,600019.SS,2022,28811000.0
2392,600019.SS,2023,18760000.0
2393,600019.SS,2024,22610000.0
2397,CCL.N,2019,5497440.0
2401,CCL.N,2023,3941628.0
2402,CCL.N,2024,4257000.0
2406,3289.T,2019,534400.0
2407,3289.T,2020,708300.0
2408,3289.T,2021,666400.0
2409,3289.T,2022,998400.0
2410,3289.T,2023,797900.0
2411,3289.T,2024,938100.0
2415,DUEG.DE,2019,804078.0
2416,DUEG.DE,2020,658490.0
2417,DUEG.DE,2021,1032276.0
2418,DUEG.DE,2022,1149959.0
2419,DUEG.DE,2023,1036971.0
2420,DUEG.DE,2024,753680.0
2432,BCI.SN,2018,1448.0
2433,BCI.SN,2019,1484.0
2434,BCI.SN,2020,1381.0
2435,BCI.SN,2021,1355.0
2436,BCI.SN,2022,447.0
2437,BCI.SN,2023,388.0
2438,BCI.SN,2024,447.0
2446,MDT.N,2023,1989889.0
2447,MDT.N,2024,1706375.0
2453,MTCM.MI,2021,1326938.0
2454,MTCM.MI,2022,1475400.0
2455,MTCM.MI,2023,1894102.0
2456,MTCM.MI,2024,3958032.0
2459,MFC.TO,2018,13463.0
2460,MFC.TO,2019,10765.0
2461,MFC.TO,2020,168063.0
2462,MFC.TO,2021,1068441.0
2463,MFC.TO,2022,627925.0
2464,MFC.TO,2023,548206.0
2465,MFC.TO,2024,533139.0
2469,PVH.N,2019,1741980.0
2470,PVH.N,2020,1477630.0
2471,PVH.N,2021,1326467.0
2472,PVH.N,2022,1745162.0
2473,PVH.N,2023,1805522.0
2474,PVH.N,2024,1704450.0
2479,NOKIA.HE,2020,2487400.0
2480,NOKIA.HE,2021,1571602.0
2481,NOKIA.HE,2022,683721.0
2482,NOKIA.HE,2023,1457426.0
2483,NOKIA.HE,2024,1064855.0
2488,DOX.OQ,2020,108.0
2489,DOX.OQ,2021,33.0
2490,DOX.OQ,2022,36.0
2491,DOX.OQ,2023,93.0
2492,DOX.OQ,2024,64.0
2498,6282.TW,2021,1099430.401
2499,6282.TW,2022,854012.49
2500,6282.TW,2023,564466.43
2501,6282.TW,2024,641432.69
2508,FDS.N,2022,39992.0
2509,FDS.N,2023,60874.0
2510,FDS.N,2024,62756.0
2516,IG.MI,2021,47300.0
2517,IG.MI,2022,43200.0
2518,IG.MI,2023,45400.0
2519,IG.MI,2024,39394.0
2526,PHP.L,2022,4413.0
2527,PHP.L,2023,5730.0
2528,PHP.L,2024,6659.0
2536,002916.SZ,2023,1521219.36
2537,002916.SZ,2024,1278796.21
2543,GTCAP.PS,2021,72357.0
2544,GTCAP.PS,2022,104684.0
2545,GTCAP.PS,2023,0.0
2546,GTCAP.PS,2024,0.0
2553,EZJ.L,2022,282236.0
2554,EZJ.L,2023,627157.0
2555,EZJ.L,2024,710846.0
2562,SPSC.OQ,2022,2831.98
2563,SPSC.OQ,2023,2756.0
2570,IMI.L,2021,461842.0
2571,IMI.L,2022,393716.0
2572,IMI.L,2023,388760.0
2573,IMI.L,2024,401590.0
2579,MQG.AX,2021,137072.0
2580,MQG.AX,2022,142311.0
2581,MQG.AX,2023,146976.0
2582,MQG.AX,2024,156018.0
2587,FSLR.OQ,2020,1227987.0
2588,FSLR.OQ,2021,1487991.0
2589,FSLR.OQ,2022,1755131.0
2590,FSLR.OQ,2023,2347907.0
2596,3231.T,2020,969704.0
2597,3231.T,2021,453707.0
2598,3231.T,2022,702271.0
2599,3231.T,2023,698000.0
2600,3231.T,2024,773000.0
2603,6457.T,2018,176252.0
2604,6457.T,2019,179946.0
2605,6457.T,2020,151288.0
2606,6457.T,2021,136442.0
2607,6457.T,2022,179971.0
2608,6457.T,2023,267125.0
2609,6457.T,2024,278893.0
2615,DFIR.SI,2021,2402000.0
2616,DFIR.SI,2022,2324000.0
2617,DFIR.SI,2023,2307000.0
2618,DFIR.SI,2024,2174000.0
2625,BMEB.L,2022,1097844.0
2626,BMEB.L,2023,1065248.0
2627,BMEB.L,2024,823995.0
2631,ATEA.OL,2019,1016490.2
2632,ATEA.OL,2020,924519.0
2633,ATEA.OL,2021,1064941.0
2634,ATEA.OL,2022,1057006.0
2635,ATEA.OL,2023,899741.0
2636,ATEA.OL,2024,776387.0
2644,JKHY.OQ,2023,46493.5
2645,JKHY.OQ,2024,60722.36
2651,3401.T,2021,3310000.0
2652,3401.T,2022,2560000.0
2653,3401.T,2023,2410000.0
2654,3401.T,2024,2450000.0
2662,JWN.N,2023,3014457.0
2669,BBOXT.L,2021,41.36
2670,BBOXT.L,2022,36.38
2671,BBOXT.L,2023,33.72
2672,BBOXT.L,2024,42.13
2677,LISN.S,2020,2543173.0
2678,LISN.S,2021,2891256.0
2679,LISN.S,2022,3462770.0
2680,LISN.S,2023,2866585.0
2681,LISN.S,2024,2822465.0
2686,6925.T,2020,502654.0
2687,6925.T,2021,394197.0
2688,6925.T,2022,405712.0
2689,6925.T,2023,384102.0
2690,6925.T,2024,304345.0
2694,KTKM.NS,2019,0.0
2695,KTKM.NS,2020,0.0
2696,KTKM.NS,2021,0.0
2697,KTKM.NS,2022,630.97
2698,KTKM.NS,2023,751.0
2699,KTKM.NS,2024,3102.3498
2705,RESJ.J,2021,660.0
2706,RESJ.J,2022,587.0
2707,RESJ.J,2023,618.0
2708,RESJ.J,2024,749.0
2716,4684.T,2023,17254.0
2717,4684.T,2024,18686.0
2720,4578.T,2018,748933.0
2721,4578.T,2019,730219.0
2722,4578.T,2020,635542.0
2723,4578.T,2021,592537.0
2724,4578.T,2022,648624.0
2725,4578.T,2023,664646.0
2726,4578.T,2024,698157.0
2734,000895.SZ,2023,16233865.17
2735,000895.SZ,2024,13495636.52
2742,PTC.OQ,2022,30245.0
2743,PTC.OQ,2023,28439.0
2751,CAE.TO,2022,148877.0
2752,CAE.TO,2023,181398.0
2753,CAE.TO,2024,199124.0
2756,SUN.AX,2018,665.0
2757,SUN.AX,2019,516.0
2758,SUN.AX,2020,431.0
2759,SUN.AX,2021,717.0
2760,SUN.AX,2022,399.0
2761,SUN.AX,2023,202.0
2762,SUN.AX,2024,238.0
2768,TCAPI.L,2021,37482.8
2769,TCAPI.L,2022,38549.0
2770,TCAPI.L,2023,38583.0
2771,TCAPI.L,2024,35422.0
2780,IDFB.NS,2024,2080.6
2786,SCC.BK,2021,5036763.0
2787,SCC.BK,2022,4672130.0
2788,SCC.BK,2023,5303395.0
2789,SCC.BK,2024,5822774.0
2794,8830.T,2020,1145396.0
2795,8830.T,2021,807278.0
2796,8830.T,2022,1129945.0
2797,8830.T,2023,1067120.0
2798,8830.T,2024,859000.0
2804,INVEb.ST,2021,5.0
2805,INVEb.ST,2022,25.0
2806,INVEb.ST,2023,15.0
2807,INVEb.ST,2024,685038.0
2813,329180.KS,2021,2155703.0
2814,329180.KS,2022,2586628.0
2815,329180.KS,2023,2890103.0
2816,329180.KS,2024,3317675.0
2825,LTHM.L,2024,169159.1
2830,GEBN.S,2020,670192.0
2831,GEBN.S,2021,757572.0
2832,GEBN.S,2022,742402.0
2833,GEBN.S,2023,555619.0
2834,GEBN.S,2024,759504.0
2841,FL.N,2022,3009922.0
2842,FL.N,2023,1414969.0
2843,FL.N,2024,983635.0
2849,ALDAR.AD,2021,1656035.0
2850,ALDAR.AD,2022,821880.0
2851,ALDAR.AD,2023,82511.0
2852,ALDAR.AD,2024,156212.0
2856,BPAC11.SA,2019,18.24
2857,BPAC11.SA,2020,37.96
2858,BPAC11.SA,2021,11.9
2859,BPAC11.SA,2022,13.6
2860,BPAC11.SA,2023,16.7
2861,BPAC11.SA,2024,34.0
2865,IPG.N,2019,308327.46
2866,IPG.N,2020,215955.18
2867,IPG.N,2021,238406.0
2868,IPG.N,2022,286088.0
2869,IPG.N,2023,215553.0
2877,1928.HK,2022,114741.0
2878,1928.HK,2023,243850.0
2879,1928.HK,2024,539059.0
2883,ENJSA.IS,2019,0.0
2884,ENJSA.IS,2020,0.0
2885,ENJSA.IS,2021,1502.0
2886,ENJSA.IS,2022,175.0
2887,ENJSA.IS,2023,208.32
2888,ENJSA.IS,2024,223.657
2893,8848.T,2020,10898.0
2894,8848.T,2021,5850.0
2895,8848.T,2022,83.0
2896,8848.T,2023,61.0
2897,8848.T,2024,61.0
2901,028260.KS,2019,100914.0
2902,028260.KS,2020,109156.0
2903,028260.KS,2021,83190.0
2904,028260.KS,2022,74634.0
2905,028260.KS,2023,81562.0
2906,028260.KS,2024,41424.0
2910,IREE.MI,2019,549970.0
2911,IREE.MI,2020,765777.0
2912,IREE.MI,2021,993814.0
2913,IREE.MI,2022,1019014.0
2914,IREE.MI,2023,772936.0
2915,IREE.MI,2024,670779.0
2922,DPLM.L,2022,101429.82
2923,DPLM.L,2023,81338.0
2924,DPLM.L,2024,176935.0
2929,TIGO.OQ,2020,830394.0
2931,TIGO.OQ,2022,712036.8
2932,TIGO.OQ,2023,629137.0
2933,TIGO.OQ,2024,544436.0
2939,MONC.MI,2021,155867.0
2940,MONC.MI,2022,190479.0
2941,MONC.MI,2023,164083.0
2942,MONC.MI,2024,163121.0
2950,SMIN.L,2023,782000.0
2951,SMIN.L,2024,671196.0
2958,BEIAb.ST,2022,250000.0
2959,BEIAb.ST,2023,237955.0
2960,BEIAb.ST,2024,252774.0
2967,SYNTS.L,2022,2214392.0
2968,SYNTS.L,2023,2216688.0
2969,SYNTS.L,2024,2321758.0
2972,MRK.N,2018,4295500.0
2973,MRK.N,2019,4827900.0
2974,MRK.N,2020,5050900.0
2975,MRK.N,2021,5465800.0
2976,MRK.N,2022,5263100.0
2977,MRK.N,2023,4766800.0
2978,MRK.N,2024,4743200.0
2986,GBFG.DE,2023,770729.0
2987,GBFG.DE,2024,775929.0
2994,GCO.MC,2022,285.73
2995,GCO.MC,2023,202.9
2996,GCO.MC,2024,544.7
3002,CRAYN.OL,2021,5341.0
3003,CRAYN.OL,2022,10235.0
3004,CRAYN.OL,2023,18033.6
3005,CRAYN.OL,2024,15843.63
3012,AYA.TO,2022,25306.0
3013,AYA.TO,2023,45847.0
3014,AYA.TO,2024,55100.0
3018,TCL.AX,2019,135447.0
3019,TCL.AX,2020,161607.0
3020,TCL.AX,2021,168785.0
3021,TCL.AX,2022,173982.0
3022,TCL.AX,2023,201842.0
3023,TCL.AX,2024,206642.0
3027,WBA.OQ,2019,25508000.0
3031,WBA.OQ,2023,14066174.0
3035,7532.T,2018,2587904.0
3036,7532.T,2019,3598131.0
3037,7532.T,2020,4496356.0
3038,7532.T,2021,4604147.0
3039,7532.T,2022,4929048.0
3040,7532.T,2023,5063387.0
3041,7532.T,2024,5392947.0
3048,ARGO_pa.N,2022,136.76
3053,6302.T,2018,313671.0
3054,6302.T,2019,312242.0
3055,6302.T,2020,313670.0
3056,6302.T,2021,356805.0
3057,6302.T,2022,406638.0
3058,6302.T,2023,1095515.0
3059,6302.T,2024,1295085.0
3064,GFG.DE,2020,449861.0
3065,GFG.DE,2021,328174.0
3066,GFG.DE,2022,293965.0
3067,GFG.DE,2023,197335.0
3068,GFG.DE,2024,179622.0
3075,RNW.OQ,2022,169975.0
3076,RNW.OQ,2023,140731.0
3077,RNW.OQ,2024,167781.0
3082,SWDY.CA,2020,542.0
3083,SWDY.CA,2021,10468.0
3084,SWDY.CA,2022,2183047.0
3085,SWDY.CA,2023,2882280.0
3086,SWDY.CA,2024,3525437.0
3089,PEP.OQ,2018,39026490.0
3090,PEP.OQ,2019,33599797.0
3091,PEP.OQ,2020,36519067.0
3092,PEP.OQ,2021,39321175.0
3093,PEP.OQ,2022,40187445.0
3094,PEP.OQ,2023,39745044.0
3095,PEP.OQ,2024,46332600.0
3101,004000.KS,2021,3954504.0
3102,004000.KS,2022,3622254.0
3103,004000.KS,2023,3065040.0
3111,AES.N,2022,520.0
3112,AES.N,2023,320.0
3113,AES.N,2024,170.0
3121,GIL.TO,2023,2295500.0
3122,GIL.TO,2024,1739057.0
3125,8252.T,2018,239000.0
3126,8252.T,2019,211000.0
3127,8252.T,2020,122000.0
3128,8252.T,2021,98000.0
3129,8252.T,2022,96340.0
3130,8252.T,2023,104773.0
3131,8252.T,2024,71378.0
3138,NAFG.DE,2022,3431900.0
3139,NAFG.DE,2023,3374472.0
3140,NAFG.DE,2024,3310450.0
3147,3249.T,2022,6707.0
3148,3249.T,2023,7349.0
3149,3249.T,2024,7085.0
3157,ITX.MC,2023,10954136.46
3158,ITX.MC,2024,7102152.0
3162,LLBN.S,2019,396.7
3163,LLBN.S,2020,315.6
3164,LLBN.S,2021,321.1
3165,LLBN.S,2022,331.3
3166,LLBN.S,2023,386.0
3167,LLBN.S,2024,401.0
3172,WSM.N,2020,2031725.0
3173,WSM.N,2021,1804237.0
3174,WSM.N,2022,1928267.0
3175,WSM.N,2023,1347622.0
3176,WSM.N,2024,982213.0
3182,ACS.MC,2021,3368812.0
3183,ACS.MC,2022,4170154.0
3184,ACS.MC,2023,4715333.0
3185,ACS.MC,2024,3703527.0
3189,BR.N,2019,60791.0
3191,BR.N,2021,64353.0
3192,BR.N,2022,2654244.0
3193,BR.N,2023,268644.0
3194,BR.N,2024,221662.0
3199,FMG.AX,2020,1820000.0
3200,FMG.AX,2021,1840000.0
3201,FMG.AX,2022,2070000.0
3202,FMG.AX,2023,2500000.0
3203,FMG.AX,2024,2820000.0
3205,8955.T,2017,4923.0
3206,8955.T,2018,5518.0
3207,8955.T,2019,5906.0
3208,8955.T,2020,5857.0
3209,8955.T,2021,5729.0
3210,8955.T,2022,5946.0
3211,8955.T,2023,6146.0
3219,SPMI.MI,2022,2440000.0
3220,SPMI.MI,2023,4744000.0
3221,SPMI.MI,2024,8092457.4
3227,1910.HK,2021,323540.0
3228,1910.HK,2022,455609.0
3229,1910.HK,2023,464510.0
3236,SOME.MI,2021,54031.81
3237,SOME.MI,2022,71080.5
3238,SOME.MI,2023,109976.0
3244,KTC.BK,2020,213.0
3245,KTC.BK,2021,198.0
3246,KTC.BK,2022,192.0
3247,KTC.BK,2023,204.0
3248,KTC.BK,2024,199.0
3253,DANO.PA,2020,17687258.0
3254,DANO.PA,2021,19206000.0
3255,DANO.PA,2022,18708000.0
3256,DANO.PA,2023,16588660.0
3257,DANO.PA,2024,14849498.0
3262,EMMN.S,2020,4947263.0
3263,EMMN.S,2021,4821849.0
3264,EMMN.S,2022,4642129.0
3265,EMMN.S,2023,4785540.0
3266,EMMN.S,2024,4756405.0
3271,2618.TW,2020,775134.0
3272,2618.TW,2021,1010071.0
3273,2618.TW,2022,1956303.0
3274,2618.TW,2023,359031.0
3275,2618.TW,2024,257617.0
3280,2049.TW,2020,33118.0
3281,2049.TW,2021,47793.741
3282,2049.TW,2022,17897.2145
3283,2049.TW,2023,85815.3429
3284,2049.TW,2024,118557.7369
3288,CCS.N,2019,912312.0
3289,CCS.N,2020,1726173.0
3290,CCS.N,2021,1020877.0
3291,CCS.N,2022,844729.0
3292,CCS.N,2023,652410.0
3293,CCS.N,2024,656206.0
3296,GEST.MC,2018,7091193.0
3297,GEST.MC,2019,7554157.0
3298,GEST.MC,2020,6678513.0
3299,GEST.MC,2021,7559053.0
3300,GEST.MC,2022,6578857.0
3301,GEST.MC,2023,7963187.0
3302,GEST.MC,2024,12137624.0
3308,PIA.MI,2021,1078500.0
3309,PIA.MI,2022,653926.0
3310,PIA.MI,2023,533218.0
3311,PIA.MI,2024,547538.0
3316,2897.T,2020,2325000.0
3317,2897.T,2021,2659000.0
3318,2897.T,2022,2475000.0
3319,2897.T,2023,2451000.0
3326,CCEP.OQ,2021,4382564.0
3327,CCEP.OQ,2022,4386379.0
3328,CCEP.OQ,2023,3466312.0
3329,CCEP.OQ,2024,4773793.0
3332,3405.T,2018,684000.0
3333,3405.T,2019,598000.0
3334,3405.T,2020,388000.0
3335,3405.T,2021,2941000.0
3336,3405.T,2022,2872000.0
3337,3405.T,2023,2544000.0
3338,3405.T,2024,3062000.0
3346,SPRSP.L,2023,56678.14
3347,SPRSP.L,2024,57123.0
3354,2383.TW,2022,139126.7
3355,2383.TW,2023,292066.26
3356,2383.TW,2024,467281.1417
3363,SYNN.NS,2022,65924.0
3364,SYNN.NS,2023,64238.0
3365,SYNN.NS,2024,33028.0
3370,WRT1V.HE,2020,1285700.0
3371,WRT1V.HE,2021,1385200.0
3372,WRT1V.HE,2022,1892800.0
3373,WRT1V.HE,2023,1875500.0
3374,WRT1V.HE,2024,2008600.0
3379,9503.T,2020,1427000.0
3380,9503.T,2021,2666000.0
3381,9503.T,2022,2485000.0
3382,9503.T,2023,2968000.0
3383,9503.T,2024,1928000.0
3391,2606.TW,2023,56171.2425
3392,2606.TW,2024,69.7353
3398,HEXR.KL,2021,125.0
3399,HEXR.KL,2022,93.0
3400,HEXR.KL,2023,122.0
3401,HEXR.KL,2024,98.0
3406,CZR.OQ,2020,1512074.0
3407,CZR.OQ,2021,1451185.0
3408,CZR.OQ,2022,814132.0
3409,CZR.OQ,2023,884491.0
3410,CZR.OQ,2024,716452.0
3413,3231.TW,2018,0.0
3414,3231.TW,2019,0.0
3415,3231.TW,2020,0.0
3416,3231.TW,2021,14049499.3
3417,3231.TW,2022,8799153.89
3418,3231.TW,2023,6159131.36
3419,3231.TW,2024,10202175.19
3424,CAST.ST,2020,274307.0
3425,CAST.ST,2021,71130.0
3426,CAST.ST,2022,77773.0
3427,CAST.ST,2023,54265.0
3428,CAST.ST,2024,32408.0
3434,VMEO.OQ,2021,23358.274
3435,VMEO.OQ,2022,20896.0
3436,VMEO.OQ,2023,15739.0
3441,KFRC.N,2019,3408.0
3442,KFRC.N,2020,3119.0
3443,KFRC.N,2021,3194.0
3444,KFRC.N,2022,2318.0
3445,KFRC.N,2023,2032.0
3446,KFRC.N,2024,2354.0
3455,MCHP.OQ,2024,880345.34
3461,7453.T,2021,897685.0
3462,7453.T,2022,998450.0
3463,7453.T,2023,1244281.0
3464,7453.T,2024,1293127.0
3471,BEIG.DE,2022,893459.0
3472,BEIG.DE,2023,839553.0
3473,BEIG.DE,2024,1342262.0
3481,SUPR.L,2023,3131.5
3482,SUPR.L,2024,2214.7
3486,HAS.OQ,2019,122210.0
3487,HAS.OQ,2020,1185925.0
3488,HAS.OQ,2021,1110614.0
3489,HAS.OQ,2022,986727.0
3490,HAS.OQ,2023,799578.0
3491,HAS.OQ,2024,617522.0
3496,SVT.L,2020,161171.0
3497,SVT.L,2021,160710.0
3498,SVT.L,2022,219777.0
3499,SVT.L,2023,242856.0
3500,SVT.L,2024,213113.0
3504,EFN.TO,2019,16238.0
3505,EFN.TO,2020,16238.0
3506,EFN.TO,2021,12224.1
3507,EFN.TO,2022,15136.7
3508,EFN.TO,2023,25927.0
3509,EFN.TO,2024,16893.0
3515,8454.TW,2021,799.0505
3516,8454.TW,2022,1425862.64
3517,8454.TW,2023,1329323.67
3518,8454.TW,2024,1314030.63
3523,ABF.L,2020,4265101.0
3524,ABF.L,2021,3834886.0
3525,ABF.L,2022,5410196.0
3526,ABF.L,2023,5845000.0
3527,ABF.L,2024,5138000.0
3532,TEL.N,2020,2210000.0
3533,TEL.N,2021,3410695.0
3534,TEL.N,2022,3329000.0
3535,TEL.N,2023,2960000.0
3536,TEL.N,2024,2980000.0
3541,PHM.N,2020,3488844.0
3542,PHM.N,2021,4863519.0
