,model_name,fold,sector,rmse,mae,r2
0,metrics_catboost_6_imputed_drop_zero_value_scope31_1000,1,All,1.8535230646454652,1.3128660133751728,0.6789132428835405
1,metrics_catboost_6_imputed_drop_zero_value_scope31_1000,1,10,1.6667735959310708,1.3240717097514014,0.6818416732342782
2,metrics_catboost_6_imputed_drop_zero_value_scope31_1000,1,15,1.0246996866907272,0.8172047627479287,0.5242685473960684
3,metrics_catboost_6_imputed_drop_zero_value_scope31_1000,1,20,1.847705906370422,1.2184114385352396,0.4193059333721706
4,metrics_catboost_6_imputed_drop_zero_value_scope31_1000,1,25,1.7508226592327796,1.074903695185951,0.5711509081531947
5,metrics_catboost_6_imputed_drop_zero_value_scope31_1000,1,30,1.7038693168682875,1.1362530532259845,0.48569734158767264
6,metrics_catboost_6_imputed_drop_zero_value_scope31_1000,1,35,1.690759935563646,1.216061661815097,0.5460523131758759
7,metrics_catboost_6_imputed_drop_zero_value_scope31_1000,1,40,2.321514687299805,1.8685265618646831,0.41981751720633953
8,metrics_catboost_6_imputed_drop_zero_value_scope31_1000,1,45,1.7841229123810431,1.3104493784007663,0.6527928178414196
9,metrics_catboost_6_imputed_drop_zero_value_scope31_1000,1,50,1.6987240944989779,1.2639195003716683,0.4458263504146459
10,metrics_catboost_6_imputed_drop_zero_value_scope31_1000,1,55,2.2611387069585844,1.6974016933272138,0.5411695188681811
11,metrics_catboost_6_imputed_drop_zero_value_scope31_1000,1,60,2.512828855924246,2.009691504448378,0.4633920094645857
12,metrics_catboost_6_imputed_drop_zero_value_scope31_1000,2,All,1.8089480212856321,1.2257566131025333,0.6875126466690201
13,metrics_catboost_6_imputed_drop_zero_value_scope31_1000,2,10,1.4316212769233694,1.2492711983810147,0.7827685056151616
14,metrics_catboost_6_imputed_drop_zero_value_scope31_1000,2,15,1.0192403414599087,0.6745774577378553,0.6357834368889411
15,metrics_catboost_6_imputed_drop_zero_value_scope31_1000,2,20,1.7266730459690074,1.2245854286965376,0.47819501042200574
