,Date,TR.TotalAssetsActual,TR.F.PPENetTot,TR.InventoryActValue,TR.CO2IndirectScope2,TR.WasteTotal,TR.F.OpExpn,TR.F.GrossProfMarg,TR.EnergyUseTotal,TR.CurrentAssetsActValue,TR.CapexActValue,TR.F.GrossProfIndPropTot,TR.CurrentLiabilitiesActValue,TR.GrossIncomeActValue,TR.CO2DirectScope1,TR.F.AcctRcvblTurnover,TR.TakebackRecyclingInitiatives,TR.RenewEnergyUse,TR.PolicyEmissions,TR.PolicyEnergyEfficiency,TR.PolicyEnvSupplyChain,TR.PolicyFairTrade,TR.PolicySustainablePackaging,TR.F.InvntTurnover,TR.GICSSectorCode,TR.HQCountryCode
15,0.00844663015397191,0.1020257296067306,0.02464558050504782,0.12692750097625022,0.1907510785474885,0.11323939472058861,0.36557261150447923,0.08018300026526104,0.05189204115160535,0.05152073357545325,0.018314262307172105,0.05223909302179357,0.08695922612975268,0.11679059232375465,0.027519455294442045,0.029743482717942745,0.020993555865623747,0.0078155336013255,0.0014219621576486334,0.0,0.009971854926338689,0.0026261059865697513,0.0386288281943309,0.03041276093252389,0.0,0.15548927488101383
All,0.008446630153971912,0.1020257296067306,0.02464558050504782,0.12692750097625022,0.1907510785474885,0.11323939472058861,0.3655726115044792,0.08018300026526103,0.05189204115160535,0.051520733575453254,0.018314262307172105,0.05223909302179357,0.08695922612975268,0.11679059232375463,0.027519455294442042,0.029743482717942745,0.020993555865623743,0.0078155336013255,0.0014219621576486334,0.0,0.009971854926338689,0.0026261059865697518,0.0386288281943309,0.030412760932523885,0.0,0.15548927488101386
