,Date,TR.TotalAssetsActual,TR.F.PPENetTot,TR.InventoryActValue,TR.CO2IndirectScope2,TR.F.OpExpn,TR.F.GrossProfMarg,TR.NumberofEmployees,TR.CurrentAssetsActValue,TR.CapexActValue,TR.F.GrossProfIndPropTot,TR.GPMActValue,TR.CurrentLiabilitiesActValue,TR.GrossIncomeActValue,TR.CO2DirectScope1,TR.F.AcctRcvblTurnover,TR.TakebackRecyclingInitiatives,TR.RenewEnergyUse,TR.PolicyEmissions,TR.PolicyEnergyEfficiency,TR.PolicyEnvSupplyChain,TR.PolicyFairTrade,TR.PolicySustainablePackaging,TR.F.InvntTurnover,TR.GICSSectorCode,TR.HQCountryCode
25,0.04527508073210842,0.026917989936906195,0.10446045523841055,0.07114921763165158,0.2343787436735392,0.4348488255652074,0.11561779372590308,0.14297914231680403,0.07378404917496065,0.049918393083922874,0.22306217436508885,0.07084866851997783,0.07828772345554735,0.10824914415237386,0.37408832954356136,0.10488742814063962,0.0499102451490902,0.05196155537404839,0.005064398814653487,0.0016500459098739357,0.008843853972291985,0.0,0.0338202391945783,0.10530358182028883,0.0,0.3240828888567825
All,0.04527508073210842,0.026917989936906188,0.10446045523841055,0.07114921763165158,0.23437874367353925,0.4348488255652074,0.11561779372590308,0.14297914231680403,0.07378404917496065,0.049918393083922874,0.22306217436508885,0.07084866851997783,0.07828772345554734,0.10824914415237386,0.37408832954356136,0.10488742814063963,0.04991024514909019,0.05196155537404838,0.005064398814653487,0.001650045909873936,0.008843853972291985,0.0,0.0338202391945783,0.10530358182028883,0.0,0.3240828888567825
